player_name,team,position,overall_rank,position_rank,tier,projection,auction_value,source,bye_week,draft_year,draft_round,age_at_week_1,source_file
Nick Folk,ATL,PK,257,16,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Oronde Gadsden,LAC,TE,258,27,,,0,ESPN 2026 PPR Top 300,7,,,,NFL26_CS_PPR300.pdf
Greg Dulcich,MIA,TE,259,28,,,0,ESPN 2026 PPR Top 300,6,,,,NFL26_CS_PPR300.pdf
Cade Otton,TB,TE,260,29,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Pat Bryant,DEN,WR,261,93,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Tory Horton,SEA,WR,262,94,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Elijah Sarratt,BAL,WR,263,95,,,0,ESPN 2026 PPR Top 300,13,,,,NFL26_CS_PPR300.pdf
Dyami Brown,WAS,WR,264,96,,,0,ESPN 2026 PPR Top 300,7,,,,NFL26_CS_PPR300.pdf
Malik Davis,DAL,RB,265,81,,,0,ESPN 2026 PPR Top 300,14,,,,NFL26_CS_PPR300.pdf
Emanuel Wilson,SEA,RB,266,82,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Geno Smith,NYJ,QB,267,28,,,0,ESPN 2026 PPR Top 300,13,,,,NFL26_CS_PPR300.pdf
Aaron Rodgers,PIT,QB,268,29,,,0,ESPN 2026 PPR Top 300,9,,,,NFL26_CS_PPR300.pdf
Jacoby Brissett,ARI,QB,269,30,,,0,ESPN 2026 PPR Top 300,14,,,,NFL26_CS_PPR300.pdf
Deshaun Watson,CLE,QB,270,31,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Darius Slayton,NYG,WR,271,97,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Treylon Burks,WAS,WR,272,98,,,0,ESPN 2026 PPR Top 300,7,,,,NFL26_CS_PPR300.pdf
Tyquan Thornton,KC,WR,273,99,,,0,ESPN 2026 PPR Top 300,5,,,,NFL26_CS_PPR300.pdf
Andrei Iosivas,CIN,WR,274,100,,,0,ESPN 2026 PPR Top 300,6,,,,NFL26_CS_PPR300.pdf
Jahan Dotson,ATL,WR,275,101,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Will Shipley,PHI,RB,276,83,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Devin Singletary,NYG,RB,277,84,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Tyler Badie,DEN,RB,278,85,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Tahj Brooks,CIN,RB,279,86,,,0,ESPN 2026 PPR Top 300,6,,,,NFL26_CS_PPR300.pdf
Trevor Etienne,CAR,RB,280,87,,,0,ESPN 2026 PPR Top 300,5,,,,NFL26_CS_PPR300.pdf
Seth McGowan,IND,RB,281,88,,,0,ESPN 2026 PPR Top 300,13,,,,NFL26_CS_PPR300.pdf
Kendre Miller,NO,RB,282,89,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Jawhar Jordan,HOU,RB,283,90,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Marvin Mims Jr.,DEN,WR,284,102,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Bengals D/ST,CIN,DEF,285,17,,,0,ESPN 2026 PPR Top 300,6,,,,NFL26_CS_PPR300.pdf
Bears D/ST,CHI,DEF,286,18,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Trey Smack,GB,PK,287,17,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
Jake Elliott,PHI,PK,288,18,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
Mike Gesicki,CIN,TE,289,30,,,0,ESPN 2026 PPR Top 300,6,,,,NFL26_CS_PPR300.pdf
Evan Engram,DEN,TE,290,31,,,0,ESPN 2026 PPR Top 300,10,,,,NFL26_CS_PPR300.pdf
David Njoku,LAC,TE,291,32,,,0,ESPN 2026 PPR Top 300,7,,,,NFL26_CS_PPR300.pdf
Michael Mayer,LV,TE,292,33,,,0,ESPN 2026 PPR Top 300,13,,,,NFL26_CS_PPR300.pdf
Jake Tonges,SF,TE,293,34,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
KaVontae Turpin,DAL,WR,294,103,,,0,ESPN 2026 PPR Top 300,14,,,,NFL26_CS_PPR300.pdf
Jaylin Lane,WAS,WR,295,104,,,0,ESPN 2026 PPR Top 300,7,,,,NFL26_CS_PPR300.pdf
Tua Tagovailoa,ATL,QB,296,32,,,0,ESPN 2026 PPR Top 300,11,,,,NFL26_CS_PPR300.pdf
49ers D/ST,SF,DEF,297,19,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Jets D/ST,NYJ,DEF,298,20,,,0,ESPN 2026 PPR Top 300,13,,,,NFL26_CS_PPR300.pdf
Saints D/ST,NO,DEF,299,21,,,0,ESPN 2026 PPR Top 300,8,,,,NFL26_CS_PPR300.pdf
Panthers D/ST,CAR,DEF,300,22,,,0,ESPN 2026 PPR Top 300,5,,,,NFL26_CS_PPR300.pdf
