player_name,team,position,overall_rank,position_rank,tier,projection,auction_value,source,bye_week,draft_year,draft_round,age_at_week_1,source_file
Devaughn Vele,NO,WR,201,73,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Germie Bernard,PIT,WR,202,74,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Jauan Jennings,MIN,WR,203,75,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Tre Harris,LAC,WR,204,76,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Ryan Flournoy,DAL,WR,205,77,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Pat Freiermuth,PIT,TE,206,22,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Dalton Schultz,HOU,TE,207,23,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Zachariah Branch,ATL,WR,208,78,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Omar Cooper Jr.,NYJ,WR,209,79,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Kayshon Boutte,NE,WR,210,80,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Malik Washington,MIA,WR,211,81,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Jordan James,SF,RB,212,60,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Kaelon Black,SF,RB,213,61,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Kimani Vidal,LAC,RB,214,62,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Gunnar Helm,TEN,TE,215,24,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Chig Okonkwo,WAS,TE,216,25,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
AJ Barner,SEA,TE,217,26,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Bryce Young,CAR,QB,218,25,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Cam Ward,TEN,QB,219,26,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Jacoby Brissett,ARI,QB,220,27,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Jaylen Wright,MIA,RB,221,63,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Ollie Gordon II,MIA,RB,222,64,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Samaje Perine,CIN,RB,223,65,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Cooper Kupp,SEA,WR,224,82,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Ty Johnson,BUF,RB,225,66,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Isaiah Davis,NYJ,RB,226,67,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Xavier Legette,CAR,WR,227,83,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Jahan Dotson,ATL,WR,228,84,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Darius Slayton,NYG,WR,229,85,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Jalen Tolbert,MIA,WR,230,86,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Chris Bell,MIA,WR,231,87,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Antonio Williams,WAS,WR,232,88,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Tyquan Thornton,KC,WR,233,89,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Keon Coleman,BUF,WR,234,90,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Buccaneers D/ST,TB,DEF,235,13,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
Packers D/ST,GB,DEF,236,14,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Chris Boswell,PIT,PK,237,13,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Chase McLaughlin,TB,PK,238,14,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
Jaydon Blue,DAL,RB,239,68,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Kaytron Allen,WAS,RB,240,69,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Nicholas Singleton,TEN,RB,241,70,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Demond Claiborne,MIN,RB,242,71,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Adam Randall,BAL,RB,243,72,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Emmett Johnson,KC,RB,244,73,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
LeQuint Allen,JAC,RB,245,74,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
George Holani,SEA,RB,246,75,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Sean Tucker,TB,RB,247,76,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
James Conner,ARI,RB,248,77,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Emari Demercado,KC,RB,249,78,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Chris Brooks,GB,RB,250,79,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
DJ Giddens,IND,RB,251,80,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Jaguars D/ST,JAC,DEF,254,15,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Evan McPherson,CIN,PK,256,15,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Greg Dulcich,MIA,TE,258,27,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Darren Waller,CAR,TE,259,28,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Cade Otton,TB,TE,260,29,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
Emanuel Wilson,SEA,RB,265,81,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Will Shipley,PHI,RB,266,82,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
Geno Smith,NYJ,QB,267,28,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Fernando Mendoza,LV,QB,268,29,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Aaron Rodgers,PIT,QB,269,30,,,0,ESPN 2026 PPR League Cheat Sheet,9,,,,NFL26_CS_PPR(new).pdf
Deshaun Watson,CLE,QB,270,31,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Phil Mafah,DAL,RB,276,83,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Najee Harris,NYG,RB,277,84,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
Tahj Brooks,CIN,RB,278,85,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Evan Engram,DEN,TE,289,30,,,0,ESPN 2026 PPR League Cheat Sheet,10,,,,NFL26_CS_PPR(new).pdf
David Njoku,LAC,TE,290,31,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Oronde Gadsden,LAC,TE,291,32,,,0,ESPN 2026 PPR League Cheat Sheet,7,,,,NFL26_CS_PPR(new).pdf
Mike Gesicki,CIN,TE,292,33,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Michael Mayer,LV,TE,293,34,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Tua Tagovailoa,ATL,QB,296,32,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Shedeur Sanders,CLE,QB,301,33,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Kirk Cousins,LV,QB,302,34,,,0,ESPN 2026 PPR League Cheat Sheet,13,,,,NFL26_CS_PPR(new).pdf
Michael Penix Jr.,ATL,QB,310,35,,,0,ESPN 2026 PPR League Cheat Sheet,11,,,,NFL26_CS_PPR(new).pdf
Jake Tonges,SF,TE,311,35,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
J.J. McCarthy,MIN,QB,315,36,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Carson Beck,ARI,QB,316,37,,,0,ESPN 2026 PPR League Cheat Sheet,14,,,,NFL26_CS_PPR(new).pdf
Justin Fields,KC,QB,317,38,,,0,ESPN 2026 PPR League Cheat Sheet,5,,,,NFL26_CS_PPR(new).pdf
Joe Flacco,CIN,QB,318,39,,,0,ESPN 2026 PPR League Cheat Sheet,6,,,,NFL26_CS_PPR(new).pdf
Mac Jones,SF,QB,319,40,,,0,ESPN 2026 PPR League Cheat Sheet,8,,,,NFL26_CS_PPR(new).pdf
