player_name,team,position,overall_rank,position_rank,tier,projection,auction_value,source,bye_week,draft_year,draft_round,age_at_week_1,source_file
Colston Loveland,CHI,TE,37,3,,,,ESPN 2026 Dynasty Top 240,,2025,1,22.42,NFL26_CS_Dyn(new).pdf
Luther Burden III,CHI,WR,38,21,,,,ESPN 2026 Dynasty Top 240,,2025,2,22.67,NFL26_CS_Dyn(new).pdf
Jordyn Tyson,NO,WR,39,22,,,,ESPN 2026 Dynasty Top 240,,2026,1,22,NFL26_CS_Dyn(new).pdf
Rome Odunze,CHI,WR,40,23,,,,ESPN 2026 Dynasty Top 240,,2024,1,24.25,NFL26_CS_Dyn(new).pdf
Lamar Jackson,BAL,QB,41,4,,,,ESPN 2026 Dynasty Top 240,,2018,1,29.67,NFL26_CS_Dyn(new).pdf
Ken Walker III,KC,RB,42,12,,,,ESPN 2026 Dynasty Top 240,,2022,2,25.83,NFL26_CS_Dyn(new).pdf
Chase Brown,CIN,RB,43,13,,,,ESPN 2026 Dynasty Top 240,,2023,5,26.42,NFL26_CS_Dyn(new).pdf
Quinshon Judkins,CLE,RB,44,14,,,,ESPN 2026 Dynasty Top 240,,2025,2,22.83,NFL26_CS_Dyn(new).pdf
TreVeyon Henderson,NE,RB,45,15,,,,ESPN 2026 Dynasty Top 240,,2025,2,23.83,NFL26_CS_Dyn(new).pdf
Tyler Warren,IND,TE,46,4,,,,ESPN 2026 Dynasty Top 240,,2025,1,24.25,NFL26_CS_Dyn(new).pdf
Cam Skattebo,NYG,RB,47,16,,,,ESPN 2026 Dynasty Top 240,,2025,4,24.58,NFL26_CS_Dyn(new).pdf
Tee Higgins,CIN,WR,48,24,,,,ESPN 2026 Dynasty Top 240,,2020,2,27.58,NFL26_CS_Dyn(new).pdf
Jameson Williams,DET,WR,49,25,,,,ESPN 2026 Dynasty Top 240,,2022,1,25.42,NFL26_CS_Dyn(new).pdf
Jaxson Dart,NYG,QB,50,5,,,,ESPN 2026 Dynasty Top 240,,2025,1,23.25,NFL26_CS_Dyn(new).pdf
Harold Fannin Jr.,CLE,TE,51,5,,,,ESPN 2026 Dynasty Top 240,,2025,3,23.08,NFL26_CS_Dyn(new).pdf
Jalen Hurts,PHI,QB,52,6,,,,ESPN 2026 Dynasty Top 240,,2020,2,28.08,NFL26_CS_Dyn(new).pdf
Derrick Henry,BAL,RB,53,17,,,,ESPN 2026 Dynasty Top 240,,2016,2,32.67,NFL26_CS_Dyn(new).pdf
Marvin Harrison Jr.,ARI,WR,54,26,,,,ESPN 2026 Dynasty Top 240,,2024,1,24,NFL26_CS_Dyn(new).pdf
Kyle Pitts,ATL,TE,55,6,,,,ESPN 2026 Dynasty Top 240,,2021,1,25.92,NFL26_CS_Dyn(new).pdf
Bucky Irving,TB,RB,56,18,,,,ESPN 2026 Dynasty Top 240,,2024,4,24,NFL26_CS_Dyn(new).pdf
Joe Burrow,CIN,QB,57,7,,,,ESPN 2026 Dynasty Top 240,,2020,1,29.67,NFL26_CS_Dyn(new).pdf
Josh Jacobs,GB,RB,58,19,,,,ESPN 2026 Dynasty Top 240,,2019,1,28.5,NFL26_CS_Dyn(new).pdf
Patrick Mahomes,KC,QB,59,8,,,,ESPN 2026 Dynasty Top 240,,2017,1,30.92,NFL26_CS_Dyn(new).pdf
Caleb Williams,CHI,QB,60,9,,,,ESPN 2026 Dynasty Top 240,,2024,1,24.75,NFL26_CS_Dyn(new).pdf
Jaylen Waddle,DEN,WR,61,27,,,,ESPN 2026 Dynasty Top 240,,2021,1,27.75,NFL26_CS_Dyn(new).pdf
Sam LaPorta,DET,TE,62,7,,,,ESPN 2026 Dynasty Top 240,,2023,2,25.58,NFL26_CS_Dyn(new).pdf
Makai Lemon,PHI,WR,63,28,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.25,NFL26_CS_Dyn(new).pdf
KC Concepcion,CLE,WR,64,29,,,,ESPN 2026 Dynasty Top 240,,2026,1,21.92,NFL26_CS_Dyn(new).pdf
Jadarian Price,SEA,RB,65,20,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.92,NFL26_CS_Dyn(new).pdf
Bhayshul Tuten,JAC,RB,66,21,,,,ESPN 2026 Dynasty Top 240,,2025,4,23.5,NFL26_CS_Dyn(new).pdf
Bo Nix,DEN,QB,67,10,,,,ESPN 2026 Dynasty Top 240,,2024,1,26.5,NFL26_CS_Dyn(new).pdf
Matthew Golden,GB,WR,68,30,,,,ESPN 2026 Dynasty Top 240,,2025,1,23.08,NFL26_CS_Dyn(new).pdf
Kyren Williams,LAR,RB,69,22,,,,ESPN 2026 Dynasty Top 240,,2022,5,26,NFL26_CS_Dyn(new).pdf
Terry McLaurin,WAS,WR,70,31,,,,ESPN 2026 Dynasty Top 240,,2019,3,30.92,NFL26_CS_Dyn(new).pdf
Trevor Lawrence,JAC,QB,71,11,,,,ESPN 2026 Dynasty Top 240,,2021,1,26.92,NFL26_CS_Dyn(new).pdf
Davante Adams,LAR,WR,72,32,,,,ESPN 2026 Dynasty Top 240,,2014,2,33.67,NFL26_CS_Dyn(new).pdf
DJ Moore,BUF,WR,73,33,,,,ESPN 2026 Dynasty Top 240,,2018,1,29.33,NFL26_CS_Dyn(new).pdf
Javonte Williams,DAL,RB,74,23,,,,ESPN 2026 Dynasty Top 240,,2021,2,26.33,NFL26_CS_Dyn(new).pdf
Brian Thomas Jr.,JAC,WR,75,34,,,,ESPN 2026 Dynasty Top 240,,2024,1,23.92,NFL26_CS_Dyn(new).pdf
Tucker Kraft,GB,TE,76,8,,,,ESPN 2026 Dynasty Top 240,,2023,3,25.83,NFL26_CS_Dyn(new).pdf
Alec Pierce,IND,WR,77,35,,,,ESPN 2026 Dynasty Top 240,,2022,2,26.33,NFL26_CS_Dyn(new).pdf
Michael Pittman Jr.,PIT,WR,78,36,,,,ESPN 2026 Dynasty Top 240,,2020,2,28.92,NFL26_CS_Dyn(new).pdf
DK Metcalf,PIT,WR,79,37,,,,ESPN 2026 Dynasty Top 240,,2019,2,28.67,NFL26_CS_Dyn(new).pdf
Jordan Addison,MIN,WR,80,38,,,,ESPN 2026 Dynasty Top 240,,2023,1,24.58,NFL26_CS_Dyn(new).pdf
Parker Washington,JAC,WR,81,39,,,,ESPN 2026 Dynasty Top 240,,2023,6,24.42,NFL26_CS_Dyn(new).pdf
Fernando Mendoza,LV,QB,82,12,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.92,NFL26_CS_Dyn(new).pdf
Omar Cooper Jr.,NYJ,WR,83,40,,,,ESPN 2026 Dynasty Top 240,,2026,1,22.67,NFL26_CS_Dyn(new).pdf
Wan'Dale Robinson,TEN,WR,84,41,,,,ESPN 2026 Dynasty Top 240,,2022,2,25.67,NFL26_CS_Dyn(new).pdf
Brock Purdy,SF,QB,85,13,,,,ESPN 2026 Dynasty Top 240,,2022,7,26.67,NFL26_CS_Dyn(new).pdf
